backbone_id	year	log_size	gc	n_replicon_types	n_relaxase_types	mobility_score	is_conjugative	is_mobilizable	topology	has_orit	has_relaxase	n_orit_types	host_range_rank	n_countries	n_hosts	years_since_first	new_countries_recent	new_countries_2y_ago	n_records	acceleration	spread_velocity_norm	niche_breadth	hazard_1	hazard_2	hazard_3	n_new_countries	observed	phylum_idx	class_idx	order_idx	family_idx	genus_idx	cat_replicon_types	cat_relaxase_types	cat_mpf_type	cat_plasmidfinder_dominant_type	cat_predicted_host_range_overall_name	cat_ecosystem_tags	cat_disease_tags	split
AC623	2022	10.257975105879424	0.4952995650343763	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	32	67	146	775	[0]	[1]	[2]	[0]	[0]	[0]	[0]	test
AC623	2023	10.257975105879424	0.4952995650343763	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	13.0	0.0	0.0	7.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	67	146	775	[0]	[1]	[2]	[0]	[0]	[0]	[0]	test
AH238	2014	10.235700732236957	0.2549856527977044	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8	28	16	18	31	[0]	[1]	[0]	[0]	[0]	[0]	[0]	train
AH238	2022	10.235700732236957	0.2549856527977044	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	1.0	0.0	2.0	1.0	0.12435300177159621	0.0	-1.0	-1.0	-1.0	-1.0	0.0	8	28	16	18	31	[0]	[1]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AC314	2017	12.432291463361311	0.5797367298190765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	236	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AC314	2020	12.432291463361311	0.5797367298190765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	23	32	41	90	236	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AC314	2021	12.432291463361311	0.5797367298190765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	3.0	1.0	0.24491866240370913	0.0	0.0	1.0	-1.0	-1.0	0.0	23	32	41	90	236	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AC314	2023	12.432291463361311	0.5797367298190765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0	0.0	4.0	2.0	0.32151273753163434	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	236	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AC694	2006	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2008	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2013	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	7.0	1.0	0.0	3.0	1.0	0.14189319376693255	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2015	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	9.0	1.0	0.0	4.0	1.0	0.11065611052473799	0.0	0.0	1.0	1.0	2.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2016	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	0.0	1.0	5.0	-1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2017	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	1.0	6.0	-1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2018	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	12.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2020	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	14.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AC694	2022	13.765861174771876	0.607079727857985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	16.0	0.0	0.0	9.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	57	218	606	[0]	[0]	[0]	[0]	[87]	[0]	[0]	val
AB946	2001	8.604837701268284	0.399670148433205	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	32	90	197	281	[0]	[5]	[0]	[0]	[0]	[0]	[0]	val
AB946	2012	8.604837701268284	0.399670148433205	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	11.0	1.0	0.0	2.0	1.0	0.0906594777770402	0.0	1.0	1.0	1.0	1.0	1.0	23	32	90	197	281	[0]	[5]	[0]	[0]	[0]	[0]	[0]	val
AB946	2013	8.604837701268284	0.399670148433205	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	12.0	1.0	0.0	3.0	1.0	0.08314096643359975	0.0	0.0	0.0	0.0	0.0	1.0	23	32	90	197	281	[0]	[5]	[0]	[0]	[0]	[0]	[0]	val
AB946	2021	8.604837701268284	0.399670148433205	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	20.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	90	197	281	[0]	[5]	[0]	[0]	[0]	[0]	[0]	val
AB946	2024	8.604837701268284	0.399670148433205	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	23.0	0.0	0.0	5.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	90	197	281	[0]	[5]	[0]	[0]	[0]	[0]	[0]	val
AF960	2015	8.610683534503575	0.2791036618691929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	17	31	47	103	259	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AD740	2008	8.057060681965766	0.4240887480190174	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	10	82	179	472	[0]	[0]	[0]	[0]	[37]	[0]	[0]	val
UNSEEN::AG295	2018	11.456810036443716	0.4790569270800279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	1.0	1.0	1.0	1.0	23	32	41	90	560	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
UNSEEN::AG295	2020	11.456810036443716	0.4790569270800279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.7615941559557649	0.0	0.0	0.0	-1.0	-1.0	0.0	23	32	41	90	560	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
UNSEEN::AG295	2022	11.456810036443716	0.4790569270800279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	1.0	3.0	0.0	0.24491866240370913	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	560	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
AD988	2012	8.674367865788236	0.5861538461538461	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	5	100	196	519	[0]	[1]	[0]	[0]	[53]	[0]	[0]	train
AD988	2021	8.674367865788236	0.5861538461538461	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	-1.0	-1.0	0.0	23	5	100	196	519	[0]	[1]	[0]	[0]	[53]	[0]	[0]	train
AD988	2023	8.674367865788236	0.5861538461538461	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	3.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	100	196	519	[0]	[1]	[0]	[0]	[53]	[0]	[0]	train
UNSEEN::AF651	2023	9.536184905522312	0.3348494693523933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	10	244	688	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AG314	1996	14.343648652334666	0.6264188973629105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	670	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AG314	2017	14.343648652334666	0.6264188973629105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	21.0	1.0	0.0	2.0	1.0	0.04758308700276234	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	670	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AG314	2018	14.343648652334666	0.6264188973629105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	1.0	0.0	3.0	1.0	0.04542326652127832	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	218	670	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AG314	2022	14.343648652334666	0.6264188973629105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	5	57	218	670	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AG314	2023	14.343648652334666	0.6264188973629105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	0.0	5.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	57	218	670	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AG743	2019	10.099876366541519	0.5992440116685156	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	5	100	225	372	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AG743	2020	10.099876366541519	0.5992440116685156	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	5	100	225	372	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AG743	2023	10.099876366541519	0.5992440116685156	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	3.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	100	225	372	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF716	2007	11.032418872198015	0.4220483135530188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[0]	[1]	[0]	[25]	[0]	[0]	test
AF716	2013	11.032418872198015	0.4220483135530188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[0]	[1]	[0]	[25]	[0]	[0]	test
AF716	2022	11.032418872198015	0.4220483135530188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	15.0	1.0	0.0	3.0	1.0	0.06656807650226257	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	32	124	274	762	[0]	[0]	[1]	[0]	[25]	[0]	[0]	test
AF716	2023	11.032418872198015	0.4220483135530188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	16.0	2.0	0.0	4.0	2.0	0.12435300177159621	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	124	274	762	[0]	[0]	[1]	[0]	[25]	[0]	[0]	test
AF414	2005	8.38206051742474	0.6452942523471491	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2019	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	1.0	1.0	1.0	2.0	1.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2020	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	0.9640275800758169	0.0	1.0	1.0	1.0	1.0	1.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2021	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	3.0	0.0	3.0	3.0	0.9051482536448664	0.0	0.0	0.0	0.0	0.0	1.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2022	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	2.0	1.0	4.0	1.0	0.5827829453479101	0.0	0.0	0.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2023	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	4.0	1.0	2.0	5.0	-1.0	0.24491866240370913	0.0	0.0	-1.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
UNSEEN::AF929	2024	12.379176852774519	0.6602564372132533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	5.0	0.0	2.0	6.0	-2.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	train
AA116	2007	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2017	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	10.0	1.0	0.0	2.0	1.0	0.09966799462495582	0.0	0.0	1.0	1.0	2.0	1.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2019	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	12.0	2.0	0.0	3.0	2.0	0.16514041292462933	0.0	1.0	1.0	1.0	3.0	1.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2020	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	13.0	1.0	1.0	4.0	0.0	0.07677171312528139	0.0	1.0	1.0	1.0	2.0	1.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2021	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	14.0	1.0	1.0	5.0	0.0	0.07130734166794317	0.0	1.0	1.0	-1.0	-1.0	0.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2022	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	15.0	0.0	1.0	6.0	-1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AA116	2023	8.154500175151941	0.4588844163312248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	16.0	0.0	2.0	7.0	-2.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	351	[5]	[0]	[0]	[9]	[4]	[0]	[0]	train
AD412	2003	12.101489605337735	0.450602035095121	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[2]	[1]	[0]	[25]	[0]	[0]	train
AD412	2010	12.101489605337735	0.450602035095121	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[2]	[1]	[0]	[25]	[0]	[0]	train
AD412	2016	12.101489605337735	0.450602035095121	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	13.0	1.0	0.0	3.0	1.0	0.07677171312528139	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[2]	[1]	[0]	[25]	[0]	[0]	train
AD412	2020	12.101489605337735	0.450602035095121	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	17.0	1.0	1.0	4.0	0.0	0.05875577597851059	0.0	0.0	0.0	0.0	0.0	1.0	23	32	124	274	762	[0]	[2]	[1]	[0]	[25]	[0]	[0]	train
AD412	2024	12.101489605337735	0.450602035095121	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	21.0	1.0	1.0	5.0	0.0	0.04758308700276234	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	124	274	762	[0]	[2]	[1]	[0]	[25]	[0]	[0]	train
AC229	2015	10.840521645548183	0.6317315415205594	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	48	105	227	635	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AE134	2015	10.458923187220588	0.4447536797406249	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	1.0	1.0	1.0	1.0	5	8	10	22	263	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AE134	2017	10.458923187220588	0.4447536797406249	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	0.46211715726000974	0.0	0.0	0.0	1.0	1.0	1.0	5	8	10	22	263	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AE134	2020	10.458923187220588	0.4447536797406249	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	1.0	3.0	-1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5	8	10	22	263	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
AE134	2023	10.458923187220588	0.4447536797406249	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	8.0	0.0	1.0	4.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	10	22	263	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AF463	2020	9.658928824466434	0.3319923371647509	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5	8	63	247	693	[0]	[0]	[0]	[0]	[44]	[0]	[0]	train
UNSEEN::AF463	2023	9.658928824466434	0.3319923371647509	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	2.0	1.0	0.32151273753163434	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	63	247	693	[0]	[0]	[0]	[0]	[44]	[0]	[0]	train
AA497	2013	10.719228401304807	0.4149416135881104	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	8	63	138	363	[0]	[3]	[0]	[0]	[10]	[0]	[0]	train
AA497	2019	10.719228401304807	0.4149416135881104	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	6.0	1.0	0.0	2.0	1.0	0.16514041292462933	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	63	138	363	[0]	[3]	[0]	[0]	[10]	[0]	[0]	train
UNSEEN::AC282	2020	12.303240190272913	0.4554689484955174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	1.0	1.0	1.0	3.0	1.0	23	32	8	233	664	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AC282	2021	12.303240190272913	0.4554689484955174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	0.9640275800758169	0.0	1.0	1.0	1.0	2.0	1.0	23	32	8	233	664	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AC282	2022	12.303240190272913	0.4554689484955174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	3.0	0.0	3.0	3.0	0.9051482536448664	0.0	0.0	0.0	-1.0	-1.0	0.0	23	32	8	233	664	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AC282	2023	12.303240190272913	0.4554689484955174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	3.0	3.0	1.0	4.0	2.0	0.7615941559557649	0.0	0.0	-1.0	-1.0	-1.0	0.0	23	32	8	233	664	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AC282	2024	12.303240190272913	0.4554689484955174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	4.0	2.0	2.0	5.0	0.0	0.46211715726000974	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	8	233	664	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AD411	2017	12.687878231894775	0.6119463369137549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	val
UNSEEN::AD411	2018	12.687878231894775	0.6119463369137549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	val
UNSEEN::AD411	2023	12.687878231894775	0.6119463369137549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	6.0	1.0	0.0	3.0	1.0	0.16514041292462933	0.0	0.0	-1.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	val
UNSEEN::AD411	2024	12.687878231894775	0.6119463369137549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	7.0	1.0	0.0	4.0	1.0	0.14189319376693255	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	4	76	184	610	[0]	[0]	[0]	[0]	[39]	[0]	[0]	val
UNSEEN::AB948	2019	8.678291111758565	0.4294227822237357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	654	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AB948	2023	8.678291111758565	0.4294227822237357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	654	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
